DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,PF06330
COLOR,#54BCD1
COLOR_BRANCHES,0
STRIP_WIDTH,25
DATA
bfd_008333,#54BCD1
bfd_014324,#54BCD1
bfd_067296,#54BCD1
bfd_015731,#54BCD1
bfd_005732,#54BCD1
bfd_013793,#54BCD1
bfd_007062,#54BCD1
bfd_012686,#54BCD1
bfd_024508,#54BCD1
bfd_003413,#54BCD1
bfd_030420,#54BCD1
bfd_141606,#54BCD1
bfd_008612,#54BCD1
bfd_002492,#54BCD1
bfd_046800,#54BCD1
bfd_005988,#54BCD1
bfd_005970,#54BCD1
bfd_010270,#54BCD1
bfd_014284,#54BCD1
bfd_005558,#54BCD1
bfd_005743,#54BCD1
bfd_012081,#54BCD1
bfd_004443,#54BCD1
bfd_223500,#54BCD1
bfd_012671,#54BCD1
bfd_004400,#54BCD1
bfd_023060,#54BCD1
bfd_020137,#54BCD1
bfd_027237,#54BCD1
bfd_126995,#54BCD1
bfd_037435,#54BCD1
bfd_190494,#54BCD1
bfd_088803,#54BCD1
bfd_022186,#54BCD1
bfd_001905,#54BCD1
bfd_012678,#54BCD1
bfd_043606,#54BCD1
bfd_081072,#54BCD1
bfd_126974,#54BCD1
bfd_007412,#54BCD1
bfd_034390,#54BCD1
bfd_023073,#54BCD1
bfd_007057,#54BCD1
bfd_004445,#54BCD1
bfd_088471,#54BCD1
bfd_017272,#54BCD1
bfd_020090,#54BCD1
bfd_004901,#54BCD1
bfd_037453,#54BCD1
bfd_013586,#54BCD1
bfd_004944,#54BCD1
bfd_003993,#54BCD1
bfd_089468,#54BCD1
bfd_025341,#54BCD1
bfd_011438,#54BCD1
bfd_005905,#54BCD1
bfd_002700,#54BCD1
bfd_160093,#54BCD1
bfd_021575,#54BCD1
bfd_088812,#54BCD1
bfd_026829,#54BCD1
mgnify_new_010752,#54BCD1
mgnify_new_014723,#54BCD1
mgnify_new_022588,#54BCD1
mgnify_new_018822,#54BCD1
mgnify_new_022674,#54BCD1
mgnify_new_038888,#54BCD1
mgnify_new_031335,#54BCD1
mgnify_new_008060,#54BCD1
mgnify_new_039288,#54BCD1
mgnify_new_035678,#54BCD1
mgnify_new_018476,#54BCD1
mgnify_new_001557,#54BCD1
mgnify_new_037562,#54BCD1
mgnify_new_021282,#54BCD1
mgnify_new_034681,#54BCD1
mgnify_new_024211,#54BCD1
mgnify_new_023224,#54BCD1
mgnify_new_017278,#54BCD1
mgnify_new_016469,#54BCD1
mgnify_new_043077,#54BCD1
mgnify_new_044118,#54BCD1
mgnify_new_021432,#54BCD1
mgnify_new_031745,#54BCD1
mgnify_new_041771,#54BCD1
mgnify_new_016200,#54BCD1
mgnify_new_007636,#54BCD1
mgnify_new_044955,#54BCD1
onekp_000690,#54BCD1
onekp_001492,#54BCD1
onekp_000289,#54BCD1
onekp_004287,#54BCD1
onekp_009780,#54BCD1
onekp_004310,#54BCD1
onekp_009683,#54BCD1
phytozome_013105,#54BCD1
phytozome_011329,#54BCD1
phytozome_006595,#54BCD1
phytozome_005599,#54BCD1
phytozome_009860,#54BCD1
phytozome_011307,#54BCD1
phytozome_011328,#54BCD1
phytozome_006300,#54BCD1
phytozome_013112,#54BCD1
phytozome_011872,#54BCD1
tsa_021120,#54BCD1
tsa_027219,#54BCD1
tsa_011530,#54BCD1
tsa_010243,#54BCD1
tsa_031992,#54BCD1
tsa_020379,#54BCD1
tsa_035390,#54BCD1
tsa_027793,#54BCD1
tsa_011528,#54BCD1
tsa_019156,#54BCD1
tsa_000608,#54BCD1
tsa_003042,#54BCD1
tsa_023395,#54BCD1
tsa_018742,#54BCD1
tsa_005346,#54BCD1
tsa_019679,#54BCD1
tsa_011665,#54BCD1
tsa_023389,#54BCD1
tsa_004126,#54BCD1
tsa_014687,#54BCD1
tsa_010154,#54BCD1
tsa_018768,#54BCD1
tsa_018665,#54BCD1
tsa_010221,#54BCD1
tsa_017488,#54BCD1
tsa_014585,#54BCD1
tsa_031988,#54BCD1
tsa_031983,#54BCD1
tsa_011531,#54BCD1
tsa_010080,#54BCD1
tsa_010074,#54BCD1
tsa_017490,#54BCD1
tsa_020195,#54BCD1
tsa_036185,#54BCD1
tsa_004989,#54BCD1
tsa_009102,#54BCD1
tsa_010084,#54BCD1
tsa_021135,#54BCD1
tsa_017480,#54BCD1
tsa_027673,#54BCD1
tsa_010070,#54BCD1
tsa_027748,#54BCD1
tsa_000600,#54BCD1
tsa_027757,#54BCD1
tsa_007091,#54BCD1
tsa_010247,#54BCD1
tsa_027279,#54BCD1
tsa_037645,#54BCD1
tsa_037644,#54BCD1
tsa_027026,#54BCD1
tsa_008650,#54BCD1
tsa_020865,#54BCD1
tsa_015888,#54BCD1
tsa_010220,#54BCD1
tsa_021139,#54BCD1
tsa_007991,#54BCD1
tsa_018745,#54BCD1
uniprot_051273,#54BCD1
uniprot_001976,#54BCD1
uniprot_008816,#54BCD1
uniprot_008844,#54BCD1
uniprot_041240,#54BCD1
uniprot_166194,#54BCD1
uniprot_060913,#54BCD1
uniprot_104617,#54BCD1
uniprot_123655,#54BCD1
uniprot_018427,#54BCD1
uniprot_007324,#54BCD1
uniprot_070286,#54BCD1
uniprot_098619,#54BCD1
uniprot_071896,#54BCD1
uniprot_107235,#54BCD1
uniprot_092259,#54BCD1
uniprot_005031,#54BCD1
uniprot_015373,#54BCD1
uniprot_033512,#54BCD1
uniprot_062581,#54BCD1
uniprot_006453,#54BCD1
uniprot_010321,#54BCD1
uniprot_029492,#54BCD1
uniprot_116437,#54BCD1
uniprot_117432,#54BCD1
uniprot_095108,#54BCD1
uniprot_025155,#54BCD1
uniprot_120871,#54BCD1
uniprot_122736,#54BCD1
uniprot_067632,#54BCD1
uniprot_007333,#54BCD1
uniprot_062481,#54BCD1
uniprot_106604,#54BCD1
uniprot_098515,#54BCD1
uniprot_133548,#54BCD1
uniprot_051538,#54BCD1
uniprot_031464,#54BCD1
uniprot_084681,#54BCD1
uniprot_006552,#54BCD1
uniprot_006536,#54BCD1
uniprot_026106,#54BCD1
uniprot_060727,#54BCD1
uniprot_145343,#54BCD1
uniprot_034493,#54BCD1
uniprot_041270,#54BCD1
uniprot_034694,#54BCD1
uniprot_009789,#54BCD1
uniprot_038078,#54BCD1
uniprot_067278,#54BCD1
uniprot_078851,#54BCD1
uniprot_046504,#54BCD1
uniprot_119078,#54BCD1
uniprot_025146,#54BCD1
uniprot_057443,#54BCD1
uniprot_019004,#54BCD1
uniprot_017848,#54BCD1
uniprot_072478,#54BCD1
uniprot_015145,#54BCD1
uniprot_025298,#54BCD1
uniprot_012330,#54BCD1
uniprot_113764,#54BCD1
uniprot_126026,#54BCD1
uniprot_069091,#54BCD1
uniprot_059315,#54BCD1
uniprot_007307,#54BCD1
uniprot_057761,#54BCD1
uniprot_198030,#54BCD1
uniprot_028868,#54BCD1
uniprot_081856,#54BCD1
uniprot_026759,#54BCD1
uniprot_006554,#54BCD1
uniprot_121019,#54BCD1
uniprot_064136,#54BCD1
uniprot_244369,#54BCD1
uniprot_002825,#54BCD1
uniprot_031141,#54BCD1
uniprot_091061,#54BCD1
uniprot_007516,#54BCD1
uniprot_053642,#54BCD1
uniprot_117177,#54BCD1
uniprot_051390,#54BCD1
uniprot_081565,#54BCD1
uniprot_037437,#54BCD1
uniprot_068486,#54BCD1
uniprot_121015,#54BCD1
uniprot_098871,#54BCD1
uniprot_002178,#54BCD1
uniprot_056302,#54BCD1
uniprot_021574,#54BCD1
uniprot_031002,#54BCD1
uniprot_086389,#54BCD1
uniprot_090412,#54BCD1
uniprot_077808,#54BCD1
uniprot_031245,#54BCD1
uniprot_005804,#54BCD1
uniprot_026263,#54BCD1
uniprot_083784,#54BCD1
uniprot_057503,#54BCD1
uniprot_183412,#54BCD1
uniprot_035200,#54BCD1
uniprot_048429,#54BCD1
uniprot_002725,#54BCD1
uniprot_062432,#54BCD1
uniprot_003953,#54BCD1
uniprot_111424,#54BCD1
uniprot_022948,#54BCD1
uniprot_084880,#54BCD1
uniprot_093325,#54BCD1
uniprot_121778,#54BCD1
uniprot_085391,#54BCD1
uniprot_123293,#54BCD1
uniprot_009180,#54BCD1
