DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,PF13249
COLOR,#F4B95A
COLOR_BRANCHES,0
STRIP_WIDTH,25
DATA
bfd_043372,#F4B95A
bfd_106074,#F4B95A
bfd_037158,#F4B95A
bfd_010033,#F4B95A
bfd_021414,#F4B95A
bfd_048646,#F4B95A
bfd_026622,#F4B95A
bfd_064714,#F4B95A
bfd_047166,#F4B95A
bfd_109932,#F4B95A
bfd_076603,#F4B95A
bfd_063357,#F4B95A
bfd_016672,#F4B95A
bfd_061968,#F4B95A
bfd_106474,#F4B95A
bfd_076349,#F4B95A
bfd_000685,#F4B95A
bfd_099534,#F4B95A
bfd_002879,#F4B95A
bfd_112293,#F4B95A
bfd_007165,#F4B95A
bfd_077697,#F4B95A
bfd_021633,#F4B95A
bfd_100214,#F4B95A
bfd_075258,#F4B95A
bfd_033857,#F4B95A
bfd_125338,#F4B95A
bfd_067178,#F4B95A
bfd_061270,#F4B95A
bfd_040038,#F4B95A
bfd_012630,#F4B95A
bfd_111549,#F4B95A
bfd_036007,#F4B95A
bfd_000907,#F4B95A
bfd_061489,#F4B95A
bfd_007023,#F4B95A
bfd_115527,#F4B95A
bfd_003055,#F4B95A
bfd_114355,#F4B95A
bfd_021882,#F4B95A
bfd_023135,#F4B95A
bfd_122003,#F4B95A
bfd_121575,#F4B95A
bfd_070790,#F4B95A
bfd_004005,#F4B95A
bfd_036115,#F4B95A
bfd_028018,#F4B95A
bfd_061904,#F4B95A
bfd_016430,#F4B95A
bfd_066852,#F4B95A
bfd_056797,#F4B95A
bfd_040041,#F4B95A
bfd_063441,#F4B95A
bfd_059429,#F4B95A
bfd_037559,#F4B95A
bfd_083599,#F4B95A
bfd_022748,#F4B95A
bfd_007020,#F4B95A
bfd_036884,#F4B95A
bfd_011918,#F4B95A
bfd_077056,#F4B95A
bfd_100987,#F4B95A
bfd_114588,#F4B95A
bfd_021567,#F4B95A
bfd_033292,#F4B95A
bfd_035677,#F4B95A
bfd_102107,#F4B95A
bfd_066252,#F4B95A
bfd_010022,#F4B95A
bfd_037293,#F4B95A
bfd_100533,#F4B95A
bfd_016932,#F4B95A
bfd_095563,#F4B95A
bfd_089367,#F4B95A
bfd_045448,#F4B95A
bfd_033921,#F4B95A
bfd_038729,#F4B95A
bfd_052440,#F4B95A
bfd_033194,#F4B95A
bfd_089450,#F4B95A
bfd_082019,#F4B95A
bfd_039049,#F4B95A
bfd_075288,#F4B95A
bfd_045690,#F4B95A
bfd_097362,#F4B95A
bfd_100734,#F4B95A
bfd_044931,#F4B95A
bfd_025530,#F4B95A
bfd_064201,#F4B95A
bfd_050012,#F4B95A
bfd_043802,#F4B95A
bfd_013648,#F4B95A
bfd_100171,#F4B95A
bfd_060385,#F4B95A
bfd_002977,#F4B95A
bfd_124663,#F4B95A
bfd_123738,#F4B95A
bfd_066848,#F4B95A
bfd_100592,#F4B95A
bfd_039340,#F4B95A
bfd_066255,#F4B95A
bfd_001578,#F4B95A
bfd_041759,#F4B95A
bfd_083773,#F4B95A
bfd_072417,#F4B95A
bfd_035635,#F4B95A
bfd_051733,#F4B95A
bfd_015838,#F4B95A
bfd_031910,#F4B95A
bfd_118735,#F4B95A
bfd_052856,#F4B95A
bfd_020803,#F4B95A
bfd_093456,#F4B95A
bfd_066373,#F4B95A
bfd_122025,#F4B95A
bfd_018399,#F4B95A
bfd_079903,#F4B95A
bfd_029378,#F4B95A
bfd_031965,#F4B95A
bfd_111556,#F4B95A
bfd_008263,#F4B95A
bfd_035949,#F4B95A
bfd_046723,#F4B95A
bfd_043491,#F4B95A
bfd_122493,#F4B95A
bfd_029438,#F4B95A
bfd_051710,#F4B95A
bfd_040493,#F4B95A
bfd_059951,#F4B95A
bfd_123040,#F4B95A
bfd_093226,#F4B95A
bfd_016800,#F4B95A
bfd_106011,#F4B95A
bfd_027711,#F4B95A
bfd_123721,#F4B95A
bfd_052316,#F4B95A
bfd_061505,#F4B95A
bfd_056473,#F4B95A
bfd_017253,#F4B95A
bfd_054277,#F4B95A
bfd_122006,#F4B95A
bfd_039070,#F4B95A
bfd_040188,#F4B95A
bfd_113909,#F4B95A
bfd_123690,#F4B95A
bfd_024319,#F4B95A
bfd_100724,#F4B95A
bfd_046978,#F4B95A
bfd_026839,#F4B95A
bfd_051588,#F4B95A
bfd_070050,#F4B95A
bfd_077236,#F4B95A
bfd_047925,#F4B95A
bfd_012694,#F4B95A
bfd_009104,#F4B95A
bfd_048728,#F4B95A
bfd_002386,#F4B95A
bfd_016348,#F4B95A
bfd_035812,#F4B95A
bfd_002496,#F4B95A
bfd_064137,#F4B95A
bfd_095918,#F4B95A
bfd_008627,#F4B95A
bfd_096111,#F4B95A
bfd_011780,#F4B95A
bfd_059060,#F4B95A
bfd_022429,#F4B95A
bfd_011567,#F4B95A
bfd_055253,#F4B95A
bfd_048759,#F4B95A
bfd_007735,#F4B95A
bfd_086920,#F4B95A
bfd_120372,#F4B95A
bfd_105480,#F4B95A
bfd_119432,#F4B95A
bfd_010371,#F4B95A
bfd_039402,#F4B95A
bfd_004960,#F4B95A
bfd_036938,#F4B95A
bfd_058303,#F4B95A
bfd_015486,#F4B95A
bfd_026193,#F4B95A
bfd_038654,#F4B95A
bfd_098217,#F4B95A
bfd_021683,#F4B95A
bfd_029345,#F4B95A
bfd_066840,#F4B95A
bfd_089424,#F4B95A
bfd_033893,#F4B95A
bfd_028822,#F4B95A
bfd_045563,#F4B95A
bfd_023776,#F4B95A
bfd_006317,#F4B95A
bfd_090471,#F4B95A
bfd_072972,#F4B95A
bfd_075600,#F4B95A
