uniprot_167215,5
uniprot_206481,5
uniprot_228221,5
mgnify_new_122346,5
uniprot_105362,5
uniprot_245404,808
uniprot_250205,808
uniprot_251945,808
uniprot_213623,808
tsa_020710,808
bfd_127825,808
mgnify_new_199547,808
bfd_181815,808
bfd_129920,808
mgnify_new_180331,808
bfd_216565,808
uniprot_255744,808
bfd_127861,808
bfd_138884,808
uniprot_203726,808
bfd_129056,808
mgnify_new_056458,808
uniprot_115873,808
mgnify_new_159455,808
uniprot_222432,808
bfd_233611,808
bfd_169346,808
uniprot_038078,808
bfd_233610,808
mgnify_new_129452,808
bfd_136228,808
bfd_169341,808
bfd_129059,808
mgnify_new_094775,808
mgnify_new_209285,808
uniprot_190931,808
uniprot_244035,808
phytozome_009223,808
mgnify_new_191982,808
mgnify_new_121369,808
uniprot_245248,808
uniprot_231426,808
bfd_153952,808
uniprot_048453,808
uniprot_161276,808
mgnify_new_161282,808
uniprot_123861,808
bfd_233568,808
mgnify_new_066111,808
uniprot_104526,808
uniprot_111211,808
mgnify_new_160859,808
bfd_029407,808
uniprot_246643,808
mgnify_new_155889,808
uniprot_184350,808
mgnify_new_164293,808
uniprot_190476,808
mgnify_new_134301,808
bfd_165628,808
bfd_141100,808
mgnify_new_119953,808
mgnify_new_106260,808
uniprot_209577,808
bfd_228921,808
bfd_220757,808
bfd_213859,808
bfd_218449,808
mgnify_new_103026,808
uniprot_236274,808
bfd_157624,808
bfd_178916,808
bfd_178934,808
phytozome_005599,808
bfd_164069,808
uniprot_250419,808
uniprot_247093,808
mgnify_new_080145,808
bfd_126993,808
mgnify_new_198273,808
bfd_126994,808
mgnify_new_133007,808
uniprot_181247,808
mgnify_new_111781,808
mgnify_new_138767,808
mgnify_new_149776,808
bfd_173606,808
bfd_165638,808
mgnify_new_191118,808
bfd_164072,808
mgnify_new_096954,808
mgnify_new_120917,808
mgnify_new_127848,808
uniprot_176783,808
mgnify_new_162946,808
uniprot_191095,808
uniprot_257108,808
mgnify_new_118599,808
mgnify_new_073120,808
bfd_127348,808
uniprot_131385,808
uniprot_228420,808
uniprot_244640,808
uniprot_208329,808
mgnify_new_088627,808
mgnify_new_146167,808
mgnify_new_139951,808
mgnify_new_193688,808
bfd_173599,808
bfd_130408,808
bfd_127632,808
mgnify_new_165386,808
bfd_212174,808
mgnify_new_072696,808
bfd_194482,808
bfd_194498,808
bfd_194517,808
bfd_127881,808
mgnify_new_115077,808
bfd_153380,808
mgnify_new_056944,808
uniprot_222095,808
mgnify_new_207964,808
uniprot_196788,808
uniprot_177602,808
uniprot_037545,808
uniprot_176421,808
mgnify_new_193326,808
uniprot_190518,808
mgnify_new_115338,808
mgnify_new_209685,808
mgnify_new_094387,808
uniprot_236839,808
mgnify_new_144882,808
bfd_144183,808
bfd_127046,808
mgnify_new_181935,808
mgnify_new_208391,808
uniprot_222958,808
uniprot_002058,808
uniprot_161121,808
bfd_181346,808
uniprot_154798,808
uniprot_221967,808
uniprot_096291,808
bfd_140516,808
bfd_128712,808
bfd_165524,808
mgnify_new_174299,808
uniprot_173184,808
uniprot_165954,808
uniprot_191217,808
mgnify_new_140329,808
uniprot_188667,808
bfd_131579,808
uniprot_192344,808
uniprot_237920,808
uniprot_197579,808
bfd_185410,808
uniprot_198161,808
bfd_209705,808
bfd_209685,808
bfd_147681,808
mgnify_new_167037,808
uniprot_192196,808
bfd_241596,808
bfd_258332,808
bfd_258698,808
mgnify_new_175270,808
bfd_220052,808
bfd_246389,808
mgnify_new_202160,808
bfd_127878,808
mgnify_new_175517,808
bfd_241381,808
uniprot_169603,808
uniprot_239311,808
bfd_220151,808
bfd_244913,808
bfd_243384,808
bfd_258770,808
bfd_185901,808
bfd_242880,808
uniprot_069224,808
bfd_246894,808
uniprot_226697,808
uniprot_240656,808
uniprot_256437,808
uniprot_240774,808
bfd_188737,808
mgnify_new_165053,808
bfd_130754,808
bfd_258773,808
bfd_272119,808
bfd_258703,808
bfd_246361,808
bfd_246374,808
bfd_221888,808
bfd_245832,808
bfd_218352,808
bfd_166833,808
mgnify_new_092024,808
mgnify_new_097200,808
mgnify_new_185379,808
bfd_152837,808
uniprot_195908,808
uniprot_168568,808
uniprot_241175,808
bfd_252007,808
uniprot_234031,808
uniprot_211331,808
uniprot_224180,808
bfd_181332,808
mgnify_new_167066,808
mgnify_new_122136,808
mgnify_new_136112,808
mgnify_new_138172,808
mgnify_new_140258,808
mgnify_new_188021,808
mgnify_new_084124,808
bfd_243273,808
mgnify_new_068040,808
mgnify_new_132165,808
bfd_164612,808
mgnify_new_188555,808
mgnify_new_068731,808
bfd_169648,808
uniprot_240855,808
uniprot_128485,808
uniprot_259378,808
tsa_036876,808
bfd_167307,808
mgnify_new_079346,808
mgnify_new_061360,808
mgnify_new_178734,808
uniprot_163629,808
uniprot_157386,808
uniprot_178578,808
bfd_213247,808
mgnify_new_056056,808
bfd_213613,808
mgnify_new_205877,808
mgnify_new_173936,808
mgnify_new_105190,808
bfd_194398,808
uniprot_163250,808
mgnify_new_077490,808
bfd_221540,808
uniprot_156473,808
bfd_246535,808
bfd_270429,808
bfd_270447,808
bfd_270392,808
bfd_205433,808
bfd_241327,808
bfd_217990,808
bfd_270521,808
bfd_162071,808
bfd_227743,808
bfd_237448,808
bfd_272172,808
bfd_209649,808
bfd_161529,808
bfd_209659,808
bfd_170368,808
bfd_220000,808
bfd_011101,808
mgnify_new_025319,808
mgnify_new_028470,808
bfd_217186,808
mgnify_new_146047,808
uniprot_189011,808
mgnify_new_165645,808
bfd_268747,808
bfd_187777,808
mgnify_new_108524,808
mgnify_new_165545,808
mgnify_new_053858,808
mgnify_new_148384,808
bfd_224665,808
bfd_193569,808
bfd_168934,808
uniprot_162661,808
uniprot_148591,808
bfd_218805,808
mgnify_new_183326,808
bfd_147391,808
bfd_178876,808
bfd_218682,808
uniprot_230466,808
bfd_269516,808
bfd_169757,808
bfd_205413,808
bfd_171276,808
bfd_268502,808
mgnify_new_165068,808
bfd_205399,808
uniprot_202848,808
mgnify_new_118988,808
bfd_154722,808
bfd_233432,808
uniprot_247724,808
bfd_174184,808
bfd_216839,808
uniprot_225544,808
uniprot_227394,808
uniprot_137859,808
uniprot_250887,808
uniprot_175520,808
mgnify_new_115470,808
bfd_152300,808
bfd_220045,808
bfd_138893,808
mgnify_new_141703,808
bfd_269537,808
mgnify_new_137036,808
mgnify_new_169374,808
mgnify_new_199910,808
mgnify_new_086552,808
mgnify_new_209146,808
mgnify_new_116237,808
mgnify_new_124677,808
uniprot_189414,808
bfd_180272,808
uniprot_236499,808
uniprot_135463,808
bfd_128074,808
uniprot_182897,808
mgnify_new_060012,808
uniprot_190410,808
bfd_131746,808
uniprot_250871,808
uniprot_253969,808
uniprot_221507,808
bfd_148907,808
bfd_220220,808
bfd_250634,808
bfd_247452,808
bfd_173413,808
bfd_223319,808
uniprot_227442,808
mgnify_new_118561,808
mgnify_new_155905,808
mgnify_new_078625,808
uniprot_219349,808
uniprot_190592,808
uniprot_196287,808
mgnify_new_166208,808
mgnify_new_111346,808
uniprot_119283,808
uniprot_168615,808
uniprot_244773,808
uniprot_203533,808
bfd_128881,808
uniprot_257168,808
uniprot_160322,808
bfd_146123,808
uniprot_159718,808
uniprot_162064,808
uniprot_029371,808
uniprot_238831,808
uniprot_166687,808
uniprot_224952,808
uniprot_178343,808
uniprot_172214,808
uniprot_137009,808
uniprot_041840,808
uniprot_255576,808
uniprot_237609,808
bfd_190068,808
uniprot_174983,808
mgnify_new_189465,808
uniprot_130890,808
bfd_130240,808
uniprot_182360,808
uniprot_183318,808
uniprot_208950,808
mgnify_new_082712,808
bfd_226198,808
uniprot_190810,808
uniprot_158537,808
bfd_172218,808
uniprot_253306,808
mgnify_new_202748,808
uniprot_210739,808
uniprot_240655,808
bfd_172202,808
bfd_172211,808
bfd_172220,808
bfd_172196,808
uniprot_185070,808
uniprot_168552,808
uniprot_183301,808
uniprot_251120,808
